artist_index,artist_id,artist_name,track_id,vocal_segments
0,ARNAVYW1187B99CD50,"Slim Thug
",TRRLJQU128F92EF5E8,"[10.5, 12.0, 13.5, 15.0, 16.5, 18.0, 25.5, 27.0, 28.5, 30.0]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRZXXMQ12903D048AF,"[19.5, 21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRFAXYB12903D048BC,"[21.0, 25.5, 27.0, 28.5, 33.0, 34.5, 36.0, 37.5, 39.0, 40.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRUSTNU128F426F44E,"[10.5, 12.0, 16.5, 27.0, 28.5, 30.0, 36.0, 37.5, 39.0, 40.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRXAJUR12903CBEA6C,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRLYQGT12903D048C5,"[21.0, 22.5, 24.0, 25.5, 30.0, 33.0, 34.5, 40.5, 42.0, 43.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRCMWKO12903D048B1,"[25.5, 28.5, 30.0, 31.5, 33.0, 34.5, 37.5, 39.0, 40.5, 43.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRWIFZZ12903CBEA82,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRKOPOQ12903CBEA63,"[22.5, 24.0, 28.5, 30.0, 31.5, 33.0, 36.0, 37.5, 39.0, 40.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TROUVBF12903D048A8,"[6.0, 7.5, 9.0, 10.5, 12.0, 13.5, 15.0, 16.5, 18.0, 19.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRILQIU12903CBEA61,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRPWJEN12903CBEA76,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5]"
0,ARNAVYW1187B99CD50,"Slim Thug
",TRYANTW12903CCDB4F,"[21.0, 22.5, 24.0, 25.5, 27.0, 28.5, 30.0, 31.5, 33.0, 34.5]"
